date_participation,code_postal,empreinte_moyenne,logement_type,logement_superficie_m2,logement_nb_habitants,logement_type_chauffage,logement_isolation,logement_temperature_chauffage,transport_km_voiture,transport_km_voiture_electrique,transport_km_train,transport_km_bus,transport_km_metro,transport_km_tram,transport_km_velo,transport_km_velo_electrique,transport_km_trottinette,transport_km_moto,transport_nb_vols_avion,alimentation_repas_viande_semaine,alimentation_eau_bouteille,alimentation_petits_electromenager,alimentation_gros_electromenager,alimentation_freq_remplacement,vetements_neufs_an,divertissement_petits_electromenager,divertissement_gros_electromenager,divertissement_freq_remplacement,divertissement_appareils_numeriques,divertissement_heures_video_jour,divertissement_qualite_video,impact_logement,impact_transport,impact_alimentation,impact_vetements,impact_divertissement,impact_total
2025-03-03,1083,9.16,Maison,186,2,Fioul,Mal isolé,20,7937,0,1916,2460,1819,906,566,0,209,0,0,7,Oui,3,6,5-10 ans,37,2,6,Moins de 5 ans,7,0,SD,3.26,1.85,0.85,0.74,0.17,6.09
2025-01-31,1040,10.13,Colocation,91,2,Fioul,Très bien isolé,20,5393,4747,71,2617,2594,7,517,0,384,0,2,13,Non,3,3,10-15 ans,27,6,5,Plus de 15 ans,5,6,HD,2.01,2.58,0.84,0.54,5.64,9.36
2025-03-31,1090,9.56,Appartement,117,3,Pompe à chaleur,Moyennement isolé,21,23615,7140,2988,1679,2514,903,1322,0,179,0,3,8,Non,7,5,Plus de 15 ans,12,3,2,10-15 ans,6,4,4K,1.15,6.79,0.78,0.24,3.83,13.31
2025-03-01,1140,11.12,Studio,25,2,Fioul,Mal isolé,21,15839,7185,5244,1292,325,290,455,0,263,0,1,14,Oui,8,3,Plus de 15 ans,26,4,5,5-10 ans,4,2,4K,1.6,4.23,1.03,0.52,2.02,7.68
2025-06-05,1000,8.81,Appartement,80,2,Gaz,Mal isolé,19,12444,0,2984,2329,132,660,1493,0,292,0,1,2,Non,5,4,Plus de 15 ans,11,3,3,5-10 ans,5,0,HD,2.0,3.25,0.47,0.22,0.13,5.67
2025-05-02,1083,11.73,Studio,39,5,Fioul,Très bien isolé,22,12974,0,1281,4126,761,1495,1441,1652,469,4014,2,12,Non,7,6,5-10 ans,49,8,5,5-10 ans,9,6,SD,0.56,4.4,0.99,0.98,5.67,10.32
2025-02-24,1180,11.72,Maison,191,2,Pompe à chaleur,Mal isolé,18,18652,0,4664,4084,2061,1659,667,0,499,7204,3,10,Non,4,5,Moins de 5 ans,33,7,3,Plus de 15 ans,4,0,4K,2.71,6.41,0.83,0.66,0.18,8.99
2025-01-15,1082,8.36,Maison,168,5,Pompe à chaleur,Moyennement isolé,19,14701,0,2831,2372,1580,486,32,0,155,0,2,6,Non,2,3,Plus de 15 ans,33,4,3,Plus de 15 ans,4,4,4K,0.93,4.2,0.55,0.66,3.82,9.41
2025-01-20,1030,9.63,Colocation,145,1,Bois,Moyennement isolé,18,16215,0,2583,1642,2829,1127,1651,801,379,0,2,7,Oui,5,4,10-15 ans,7,8,5,Moins de 5 ans,7,1,SD,4.1,4.47,0.77,0.14,1.08,12.05
2025-03-06,1140,11.55,Maison,88,4,Bois,Très bien isolé,20,12718,0,4528,3685,115,1695,1907,2132,479,0,1,14,Oui,2,5,5-10 ans,24,2,3,Plus de 15 ans,3,7,SD,0.59,3.46,1.07,0.48,6.47,9.67
2024-12-26,1200,11.16,Appartement,107,2,Électrique,Très bien isolé,21,18326,8222,1672,3482,2113,1902,253,0,82,0,1,5,Non,2,6,Plus de 15 ans,35,4,4,10-15 ans,9,3,4K,1.52,4.91,0.66,0.7,2.98,12.56
2025-04-07,1000,9.44,Appartement,80,5,Pompe à chaleur,Mal isolé,23,4287,0,97,2405,160,366,672,0,411,0,2,11,Oui,2,5,10-15 ans,38,5,3,5-10 ans,7,7,4K,0.54,2.09,0.95,0.76,6.6,10.03
2025-02-20,1080,9.75,Maison,85,2,Électrique,Moyennement isolé,18,537,0,701,3029,242,1616,956,0,479,0,2,1,Non,5,3,Moins de 5 ans,32,8,2,Moins de 5 ans,7,5,4K,1.65,1.42,0.38,0.64,4.77,8.44
2025-04-22,1081,10.78,Studio,20,3,Pompe à chaleur,Moyennement isolé,18,1379,13586,2554,2750,2260,616,69,0,283,0,0,7,Oui,5,3,Plus de 15 ans,24,6,4,5-10 ans,7,6,4K,0.6,1.25,0.72,0.48,5.7,8.22
2025-01-05,1170,10.68,Appartement,68,4,Pompe à chaleur,Bien isolé,22,7128,0,3991,1147,674,623,743,0,261,0,0,0,Oui,3,5,Moins de 5 ans,23,8,3,10-15 ans,6,6,HD,0.54,1.61,0.52,0.46,5.63,9.47
2025-06-11,1200,11.81,Appartement,44,2,Électrique,Très bien isolé,20,22985,0,7390,4506,2227,1636,1508,0,323,0,1,4,Oui,7,6,Moins de 5 ans,33,2,6,Plus de 15 ans,5,1,HD,0.94,5.61,0.77,0.66,1.08,10.24
2025-02-12,1090,8.43,Colocation,112,5,Bois,Très bien isolé,19,583,10267,4469,2408,1555,1234,222,0,281,447,0,4,Non,4,6,Plus de 15 ans,14,4,5,5-10 ans,3,2,HD,0.59,0.97,0.64,0.28,1.96,3.94
2025-02-28,1030,9.11,Colocation,110,1,Électrique,Moyennement isolé,21,24432,0,7715,2531,2000,573,745,245,323,0,1,12,Non,2,6,5-10 ans,46,3,2,10-15 ans,9,1,HD,3.5,5.74,0.94,0.92,1.08,9.93
2025-03-15,1030,10.38,Studio,28,2,Pompe à chaleur,Moyennement isolé,18,8680,1716,3030,1518,1761,535,581,0,349,0,2,2,Non,7,5,10-15 ans,21,2,6,Moins de 5 ans,5,7,4K,0.98,3.03,0.54,0.42,6.61,9.47
2025-02-16,1090,9.41,Maison,82,3,Bois,Bien isolé,21,8078,0,7625,2664,674,639,1841,1946,343,0,2,7,Non,7,3,10-15 ans,32,4,4,Moins de 5 ans,4,6,4K,0.78,2.98,0.64,0.64,5.66,9.09
2025-04-09,1000,11.61,Studio,31,2,Gaz,Bien isolé,19,14098,0,6808,723,851,1092,523,0,441,0,1,13,Oui,6,5,10-15 ans,13,8,4,5-10 ans,9,5,SD,1.31,3.53,1.07,0.26,4.75,10.33
2025-02-12,1040,9.64,Appartement,105,5,Bois,Bien isolé,23,433,0,3856,588,619,801,385,133,354,0,2,3,Non,6,3,5-10 ans,14,5,5,5-10 ans,9,3,SD,0.52,1.23,0.47,0.28,2.92,4.68
2025-02-26,1140,11.54,Colocation,116,2,Bois,Moyennement isolé,22,16669,0,4756,2399,1576,1100,1985,0,361,0,0,10,Oui,6,5,10-15 ans,43,6,3,Moins de 5 ans,5,6,HD,1.56,3.64,0.95,0.86,5.62,11.85
2025-05-11,1060,10.22,Colocation,112,2,Bois,Très bien isolé,23,10824,10635,3462,3597,2646,1026,428,0,16,0,1,14,Oui,8,3,Plus de 15 ans,33,6,2,10-15 ans,5,4,SD,1.27,3.55,1.03,0.66,3.75,11.97
2025-02-04,1180,9.04,Maison,105,1,Fioul,Très bien isolé,22,515,6599,2290,4428,46,322,511,0,275,976,3,3,Non,3,3,Moins de 5 ans,27,4,3,Plus de 15 ans,10,1,HD,4.1,2.45,0.44,0.54,1.11,8.58
2025-05-29,1130,11.82,Appartement,42,3,Pompe à chaleur,Très bien isolé,22,13770,0,1930,3113,1446,122,593,0,486,7478,5,2,Oui,4,6,5-10 ans,14,4,2,5-10 ans,8,1,SD,0.48,6.33,0.66,0.28,1.05,8.23
2025-05-19,1060,10.23,Appartement,107,2,Gaz,Moyennement isolé,21,20104,0,4066,144,1616,278,1452,0,268,4623,6,7,Non,3,6,Plus de 15 ans,31,4,2,5-10 ans,8,8,SD,2.07,7.59,0.75,0.62,7.43,20.4
2024-12-30,1160,11.94,Appartement,77,1,Électrique,Mal isolé,19,1766,0,7976,3714,338,1891,574,0,296,5071,0,14,Oui,2,3,10-15 ans,47,5,3,Plus de 15 ans,2,7,SD,3.24,1.31,0.97,0.94,6.46,13.61
2025-04-09,1120,8.34,Studio,36,4,Pompe à chaleur,Bien isolé,18,7570,3742,4365,960,1352,1923,356,848,88,3715,2,2,Non,4,3,Moins de 5 ans,23,6,3,10-15 ans,9,5,HD,0.48,3.24,0.41,0.46,4.75,8.35
2025-02-03,1030,9.97,Studio,31,3,Pompe à chaleur,Très bien isolé,18,15582,0,6808,4702,711,1508,552,0,110,0,5,13,Oui,5,5,10-15 ans,45,7,4,Moins de 5 ans,6,5,4K,0.54,6.11,1.06,0.9,4.78,12.02
2025-06-11,1000,8.33,Colocation,119,5,Bois,Très bien isolé,23,6169,12935,1186,778,2581,1799,159,0,392,0,2,8,Oui,4,4,5-10 ans,20,2,4,Plus de 15 ans,8,4,SD,0.54,3.02,0.8,0.4,3.8,7.24
2025-03-09,1030,11.81,Appartement,119,3,Électrique,Moyennement isolé,19,233,0,3561,1362,713,1657,1990,0,351,0,0,6,Non,3,6,Plus de 15 ans,19,3,2,Plus de 15 ans,3,4,SD,1.29,0.25,0.71,0.38,3.72,7.38
2025-05-03,1030,9.48,Appartement,48,2,Pompe à chaleur,Très bien isolé,22,19073,7620,7546,2048,189,684,1561,2727,326,0,0,1,Oui,2,5,Plus de 15 ans,33,8,3,10-15 ans,4,6,SD,0.78,4.5,0.55,0.66,5.58,11.42
2025-02-20,1082,9.99,Maison,126,1,Gaz,Bien isolé,23,921,3042,6605,4319,1541,980,200,1696,167,0,0,4,Oui,3,5,Plus de 15 ans,33,5,4,Moins de 5 ans,6,0,HD,4.12,0.81,0.68,0.66,0.16,6.35
2025-05-02,1000,9.05,Maison,171,2,Bois,Mal isolé,23,22206,0,1337,3225,499,646,1079,0,467,0,2,13,Oui,5,4,Moins de 5 ans,35,2,4,Moins de 5 ans,3,1,HD,2.16,5.77,1.01,0.7,1.03,9.23
2025-05-11,1082,11.26,Studio,31,4,Pompe à chaleur,Mal isolé,19,2436,0,7661,1670,1817,152,1890,0,458,0,2,1,Oui,7,6,Plus de 15 ans,43,4,4,10-15 ans,2,8,HD,0.53,1.78,0.65,0.86,7.41,11.12
2025-05-02,1080,9.69,Appartement,55,3,Gaz,Mal isolé,21,2927,0,3169,854,844,1331,1795,424,344,1746,1,13,Oui,7,3,Plus de 15 ans,15,2,3,10-15 ans,9,6,HD,1.1,1.42,0.98,0.3,5.66,11.17
2025-06-17,1030,11.01,Appartement,112,1,Fioul,Moyennement isolé,19,13068,0,5813,3585,2264,1679,1964,1191,38,7127,0,4,Oui,4,3,Moins de 5 ans,21,5,4,10-15 ans,8,6,SD,4.94,3.72,0.59,0.42,5.64,13.93
2025-05-14,1030,8.75,Maison,187,1,Pompe à chaleur,Moyennement isolé,19,24325,1298,3462,4187,1071,819,112,2447,414,0,2,5,Oui,3,5,Plus de 15 ans,30,4,3,Moins de 5 ans,9,4,HD,5.04,6.37,0.72,0.6,3.83,14.95
2025-04-22,1000,8.18,Colocation,94,3,Fioul,Très bien isolé,21,1105,0,5288,2359,423,196,1415,0,243,0,4,1,Oui,7,5,Plus de 15 ans,20,7,2,Moins de 5 ans,9,8,4K,1.33,2.51,0.6,0.4,7.53,14.09
2025-02-17,1040,10.41,Colocation,133,4,Fioul,Mal isolé,23,12312,9132,6559,4316,931,28,561,2759,165,0,4,10,Non,5,5,Plus de 15 ans,20,3,4,5-10 ans,7,7,SD,1.29,5.38,0.84,0.4,6.53,14.05
2025-06-12,1000,9.31,Colocation,124,4,Électrique,Moyennement isolé,19,2506,0,6895,3962,1309,99,520,0,407,0,1,1,Oui,6,5,Plus de 15 ans,40,6,5,10-15 ans,2,5,SD,0.99,1.46,0.59,0.8,4.67,8.73
2025-01-03,1030,11.69,Appartement,116,2,Bois,Bien isolé,22,2209,0,3661,1255,1599,815,1034,841,379,0,2,14,Oui,4,3,Plus de 15 ans,45,2,2,10-15 ans,6,0,4K,1.46,1.64,0.99,0.9,0.18,5.63
2025-01-09,1083,8.55,Maison,174,2,Bois,Très bien isolé,22,17456,0,6104,441,1612,1028,1636,502,76,0,3,7,Non,6,4,5-10 ans,15,3,3,Moins de 5 ans,4,5,HD,1.94,5.13,0.68,0.3,4.68,12.66
2025-06-20,1000,10.89,Maison,146,4,Pompe à chaleur,Très bien isolé,21,5729,0,5728,951,1069,188,388,0,89,0,2,3,Oui,3,5,Plus de 15 ans,19,7,5,10-15 ans,4,1,4K,0.91,2.32,0.64,0.38,1.12,6.21
2025-06-17,1060,11.2,Studio,25,1,Bois,Bien isolé,21,8549,10641,4163,3730,268,1264,1451,0,73,0,5,10,Non,6,4,10-15 ans,19,8,2,10-15 ans,7,8,HD,1.2,5.11,0.8,0.38,7.46,14.92
2024-12-22,1060,8.43,Maison,130,2,Électrique,Mal isolé,19,15084,0,3717,1220,911,1066,1477,0,216,0,3,1,Oui,6,4,Moins de 5 ans,20,4,2,Moins de 5 ans,3,3,4K,2.15,4.7,0.54,0.4,2.88,9.42
2025-02-19,1030,8.83,Maison,127,5,Gaz,Bien isolé,20,13271,0,2284,4303,1181,1457,1498,0,87,0,3,2,Oui,3,4,Moins de 5 ans,40,5,3,10-15 ans,9,0,4K,0.89,4.55,0.55,0.8,0.24,7.24
2025-05-25,1140,9.21,Colocation,61,6,Fioul,Mal isolé,22,6720,0,1388,1014,922,1945,228,0,484,0,0,6,Oui,6,3,5-10 ans,33,2,4,Moins de 5 ans,5,1,HD,0.64,1.51,0.69,0.66,1.05,5.17
2025-01-18,1040,11.67,Maison,149,1,Pompe à chaleur,Moyennement isolé,23,14341,0,6585,1894,2227,252,196,855,228,2049,2,6,Oui,4,5,10-15 ans,24,2,5,Plus de 15 ans,2,0,HD,3.88,4.35,0.77,0.48,0.12,11.19
2025-03-30,1180,8.88,Maison,189,2,Fioul,Très bien isolé,23,4073,0,224,4549,733,1156,1335,0,264,0,0,14,Oui,7,5,Plus de 15 ans,35,6,6,5-10 ans,7,8,HD,2.84,1.22,1.12,0.7,7.5,14.64
2025-06-03,1040,10.97,Colocation,97,1,Électrique,Bien isolé,23,1091,0,132,3123,1683,852,1394,0,31,0,2,6,Oui,8,4,Moins de 5 ans,11,6,2,Plus de 15 ans,3,1,4K,2.84,1.49,0.76,0.22,1.06,5.94
2025-06-14,1190,9.56,Maison,142,2,Gaz,Bien isolé,20,22451,7989,4037,632,1910,17,1585,0,248,0,2,0,Non,2,4,Moins de 5 ans,5,4,4,5-10 ans,2,7,SD,2.37,6.03,0.36,0.1,6.47,17.21
2025-04-12,1140,10.65,Studio,24,2,Bois,Moyennement isolé,21,7989,14402,6466,2631,248,1572,869,0,427,5411,2,5,Oui,5,6,Moins de 5 ans,13,2,5,5-10 ans,2,5,HD,0.69,4.21,0.79,0.26,4.68,10.84
2025-01-17,1040,10.54,Maison,120,3,Fioul,Très bien isolé,22,3234,0,6172,3394,2210,1760,1639,0,382,0,1,5,Non,7,3,Plus de 15 ans,21,4,3,Moins de 5 ans,7,4,SD,1.47,1.56,0.56,0.42,3.79,9.12
2025-05-30,1040,11.37,Studio,33,2,Fioul,Très bien isolé,22,5711,11949,3224,4083,1294,1231,1507,0,124,196,0,14,Non,8,3,10-15 ans,7,4,6,Moins de 5 ans,8,7,SD,1.33,2.16,0.93,0.14,6.57,11.44
2025-04-12,1082,11.44,Studio,29,2,Gaz,Très bien isolé,18,1317,0,306,184,1199,1460,844,0,183,0,1,8,Oui,4,6,10-15 ans,15,4,5,Moins de 5 ans,6,8,4K,1.24,0.81,0.9,0.3,7.52,11.23
2025-03-11,1090,8.09,Maison,120,2,Gaz,Très bien isolé,19,17378,7708,4935,2714,324,182,1038,2734,456,6671,1,2,Non,2,3,10-15 ans,41,4,6,Moins de 5 ans,6,3,SD,2.1,5.37,0.39,0.82,2.9,10.82
2025-06-02,1180,11.85,Colocation,92,1,Pompe à chaleur,Moyennement isolé,21,15866,0,7951,3172,772,1676,1577,0,51,0,2,14,Oui,8,4,5-10 ans,12,6,5,Plus de 15 ans,9,0,SD,2.94,4.56,1.08,0.24,0.19,8.51
2025-05-26,1040,10.84,Studio,29,2,Bois,Mal isolé,20,11975,0,5272,4137,2486,1848,1554,2798,157,5441,1,2,Oui,8,3,5-10 ans,33,7,3,10-15 ans,6,7,4K,0.89,3.88,0.55,0.66,6.59,13.06
2025-01-23,1020,11.01,Studio,38,1,Fioul,Moyennement isolé,22,18849,0,163,40,2352,1352,633,0,435,0,1,14,Non,3,4,10-15 ans,40,7,6,Plus de 15 ans,10,0,4K,3.16,4.34,0.93,0.8,0.29,11.26
2025-02-18,1050,8.33,Colocation,113,4,Bois,Mal isolé,19,14836,0,2634,2033,1123,1754,303,0,288,4407,1,6,Oui,8,6,10-15 ans,33,5,5,Plus de 15 ans,8,6,SD,0.89,4.15,0.86,0.66,5.65,13.15
2025-05-21,1190,10.68,Maison,194,2,Pompe à chaleur,Moyennement isolé,19,11223,0,5313,1725,463,918,891,0,254,0,3,8,Non,5,6,10-15 ans,41,2,2,10-15 ans,8,3,4K,2.59,3.99,0.81,0.82,2.94,11.56
2025-03-06,1080,11.97,Appartement,78,4,Pompe à chaleur,Mal isolé,21,3636,5823,6594,3688,1917,1934,1894,1495,487,0,2,5,Non,4,5,10-15 ans,7,7,6,10-15 ans,9,5,SD,0.71,2.48,0.63,0.14,4.77,8.27
2025-04-26,1080,10.93,Studio,28,5,Bois,Moyennement isolé,20,11030,0,5812,3878,1598,1929,1706,0,344,0,0,5,Non,3,3,10-15 ans,6,6,4,5-10 ans,2,7,SD,0.31,2.65,0.52,0.12,6.48,9.96
2025-05-18,1000,10.4,Maison,140,2,Fioul,Mal isolé,18,23507,0,2233,1290,2642,873,1673,0,120,0,1,9,Oui,8,4,Plus de 15 ans,32,7,4,10-15 ans,10,2,4K,2.9,5.37,0.88,0.64,2.09,13.8
2025-04-08,1050,8.7,Studio,21,1,Pompe à chaleur,Mal isolé,18,14167,0,3917,4061,1912,1394,1076,0,142,0,1,4,Oui,6,3,Plus de 15 ans,17,7,5,10-15 ans,2,7,SD,2.02,3.74,0.61,0.34,6.49,12.38
2025-06-11,1000,10.86,Colocation,137,1,Pompe à chaleur,Mal isolé,22,2030,0,4174,1162,852,109,979,0,10,0,0,12,Non,8,3,5-10 ans,18,8,5,10-15 ans,5,2,HD,3.94,0.56,0.85,0.36,1.99,7.94
2025-04-10,1030,10.61,Studio,23,3,Gaz,Mal isolé,23,18914,0,7435,965,483,1320,1421,1230,215,0,0,1,Oui,6,4,Plus de 15 ans,43,2,4,Plus de 15 ans,7,5,SD,0.82,4.0,0.54,0.86,4.71,13.01
2025-06-13,1200,9.9,Maison,152,4,Gaz,Moyennement isolé,22,12608,0,5570,3544,2647,1187,519,2350,485,0,3,8,Oui,7,6,10-15 ans,48,7,4,5-10 ans,10,8,HD,1.23,4.45,0.93,0.96,7.52,14.4
2025-02-18,1160,10.43,Studio,40,2,Fioul,Très bien isolé,23,7983,11977,1468,3674,1945,1618,279,0,40,0,2,13,Oui,5,4,10-15 ans,7,8,4,10-15 ans,5,2,HD,1.35,3.53,1.01,0.14,1.98,7.83
2025-04-10,1180,9.53,Studio,36,2,Pompe à chaleur,Bien isolé,21,18296,0,6244,3992,2413,1812,492,0,450,0,2,4,Oui,8,4,Plus de 15 ans,33,3,6,Plus de 15 ans,9,4,HD,0.81,5.13,0.68,0.66,3.87,12.44
2025-01-14,1030,10.38,Appartement,77,1,Pompe à chaleur,Bien isolé,22,12358,0,7841,3120,1284,374,1709,0,51,0,1,1,Oui,3,3,10-15 ans,6,4,2,Moins de 5 ans,9,1,4K,2.34,3.34,0.46,0.12,1.14,6.12
2025-04-10,1140,11.82,Maison,138,1,Électrique,Mal isolé,20,14345,0,816,2384,2540,810,454,0,162,4771,0,3,Oui,7,3,Moins de 5 ans,12,7,4,10-15 ans,7,6,HD,4.36,3.58,0.58,0.24,5.66,16.4
2025-05-28,1180,11.52,Colocation,67,3,Gaz,Mal isolé,20,18586,14830,7791,3694,1472,849,1948,2046,119,7730,0,14,Non,3,6,5-10 ans,20,8,6,Plus de 15 ans,2,1,SD,1.21,5.66,1.03,0.4,1.03,7.84
2025-04-07,1180,8.33,Maison,132,1,Bois,Bien isolé,19,23788,0,2138,127,0,851,158,1561,171,0,2,6,Non,2,4,10-15 ans,10,4,3,10-15 ans,10,0,HD,3.54,5.82,0.6,0.2,0.2,11.72
2025-01-29,1083,8.2,Appartement,44,5,Fioul,Très bien isolé,18,10349,0,7558,573,2898,230,1171,0,312,0,3,14,Non,2,4,Plus de 15 ans,30,6,3,10-15 ans,9,7,4K,0.66,3.77,0.92,0.6,6.63,12.26
2025-03-29,1080,9.2,Studio,32,1,Pompe à chaleur,Moyennement isolé,18,8957,5072,3282,2137,233,792,1209,0,339,0,1,12,Oui,8,6,10-15 ans,21,2,6,5-10 ans,9,7,SD,2.04,2.8,1.1,0.42,6.58,14.46
2025-01-29,1000,9.97,Colocation,67,2,Bois,Très bien isolé,18,18596,0,6436,2705,1450,1864,1003,697,205,0,1,13,Non,2,5,10-15 ans,23,2,4,10-15 ans,4,4,SD,1.07,4.56,0.93,0.46,3.75,11.85
2025-01-10,1040,9.53,Appartement,84,4,Gaz,Moyennement isolé,18,7449,0,4192,3400,724,841,1044,0,316,0,1,4,Oui,4,3,Plus de 15 ans,41,7,6,Moins de 5 ans,6,2,SD,0.99,2.36,0.59,0.82,1.99,6.61
2025-02-03,1030,8.32,Colocation,143,1,Pompe à chaleur,Très bien isolé,20,7207,0,4724,3869,631,1375,1908,2664,402,0,1,1,Oui,4,5,Moins de 5 ans,34,8,2,10-15 ans,2,0,HD,3.66,2.37,0.57,0.68,0.1,7.18
2025-02-23,1000,11.46,Appartement,108,4,Gaz,Mal isolé,21,18140,8305,2326,3012,1485,935,894,2560,219,0,1,0,Non,5,6,5-10 ans,49,2,6,5-10 ans,4,8,SD,1.09,4.85,0.49,0.98,7.43,13.65
2025-04-15,1000,11.51,Appartement,115,4,Gaz,Moyennement isolé,19,14826,0,6105,2978,2548,993,1095,1731,488,0,4,4,Oui,6,3,5-10 ans,48,8,2,10-15 ans,6,4,4K,1.12,5.36,0.61,0.96,3.85,11.73
2025-03-12,1050,11.71,Appartement,51,1,Électrique,Moyennement isolé,21,4228,3541,3399,786,59,1760,1145,0,76,0,3,0,Oui,8,6,5-10 ans,50,2,5,5-10 ans,9,0,SD,2.32,2.65,0.62,1.0,0.18,7.86
2025-01-13,1030,8.71,Appartement,80,1,Pompe à chaleur,Mal isolé,18,14273,0,1242,4690,1662,1793,1649,0,277,0,4,11,Oui,5,3,5-10 ans,28,3,5,Plus de 15 ans,5,2,SD,3.2,5.29,0.88,0.56,1.96,12.45
2025-04-11,1000,9.15,Appartement,110,6,Gaz,Mal isolé,22,8789,7195,4580,3793,836,1684,1963,0,441,0,4,13,Oui,7,5,Moins de 5 ans,8,2,2,Plus de 15 ans,8,5,4K,0.72,4.54,1.08,0.16,4.77,10.33
2025-04-20,1083,10.54,Maison,83,4,Fioul,Mal isolé,18,7377,0,2565,3392,5,1451,1092,0,436,0,1,0,Non,4,4,Plus de 15 ans,28,6,2,10-15 ans,6,7,4K,1.17,2.33,0.38,0.56,6.58,13.12
2025-04-01,1050,10.17,Maison,87,2,Gaz,Bien isolé,21,21458,0,193,1309,1865,871,538,0,96,7733,3,5,Oui,8,3,10-15 ans,36,4,4,Plus de 15 ans,5,8,4K,1.77,6.7,0.67,0.72,7.5,19.26
2025-05-05,1080,9.9,Studio,20,2,Bois,Bien isolé,22,10666,0,3640,1341,1410,644,458,1517,355,4392,1,5,Non,2,3,5-10 ans,26,3,4,Plus de 15 ans,3,1,HD,0.5,3.28,0.51,0.52,1.03,5.96
2025-03-24,1000,10.8,Studio,23,2,Bois,Très bien isolé,22,20811,8403,200,2939,379,1682,592,90,495,0,3,7,Non,7,3,10-15 ans,28,2,4,Plus de 15 ans,5,3,SD,0.43,6.38,0.64,0.56,2.85,10.75
2025-05-14,1180,11.39,Colocation,131,3,Bois,Moyennement isolé,21,7409,0,6859,1663,172,1161,1916,1514,91,0,2,6,Oui,4,6,5-10 ans,31,8,2,Plus de 15 ans,3,2,HD,1.17,2.73,0.82,0.62,1.93,8.23
2025-04-29,1083,8.47,Maison,158,4,Bois,Très bien isolé,19,21141,0,6669,569,2324,454,1830,0,296,0,0,4,Oui,5,5,5-10 ans,10,7,4,10-15 ans,6,5,HD,0.97,4.41,0.7,0.2,4.73,11.23
2025-06-12,1210,8.96,Studio,23,5,Pompe à chaleur,Bien isolé,23,3532,0,5057,4510,2371,980,1796,0,116,0,2,0,Oui,3,3,10-15 ans,14,8,3,5-10 ans,5,8,4K,0.23,2.17,0.42,0.28,7.5,11.15
2025-01-02,1180,9.26,Colocation,60,4,Fioul,Très bien isolé,22,23798,0,1257,4060,66,529,11,1271,125,0,1,6,Non,5,5,Plus de 15 ans,7,8,5,5-10 ans,8,0,4K,0.8,5.62,0.68,0.14,0.26,6.48
2025-02-11,1060,10.75,Colocation,114,2,Bois,Très bien isolé,20,6722,0,3977,1585,2170,118,1726,0,269,0,0,3,Oui,6,6,Moins de 5 ans,10,6,6,5-10 ans,6,7,HD,1.44,1.57,0.72,0.2,6.58,8.61
2025-03-20,1000,10.69,Colocation,77,1,Bois,Mal isolé,19,13230,0,7655,1424,2070,1328,1331,1735,278,0,1,0,Non,8,6,Moins de 5 ans,15,5,6,Moins de 5 ans,6,2,HD,2.84,3.41,0.52,0.3,2.01,7.89
2025-03-16,1000,9.67,Appartement,94,2,Gaz,Mal isolé,22,4396,4677,826,4994,1869,1238,906,505,21,0,1,4,Oui,6,5,10-15 ans,21,6,5,Moins de 5 ans,6,8,SD,1.99,2.04,0.71,0.42,7.45,11.06
2025-03-31,1040,10.1,Colocation,148,2,Électrique,Mal isolé,18,5989,1150,5488,4131,2816,60,864,0,382,0,0,5,Non,7,5,5-10 ans,45,2,6,Plus de 15 ans,10,0,4K,2.38,1.72,0.66,0.9,0.28,5.25
2025-01-07,1180,10.41,Studio,27,2,Électrique,Mal isolé,23,17232,0,189,2353,328,683,1610,0,249,0,2,3,Non,3,3,10-15 ans,15,2,5,10-15 ans,8,2,HD,0.92,4.67,0.44,0.3,2.02,8.28
2025-04-17,1140,9.54,Maison,186,1,Bois,Bien isolé,21,7406,0,319,2882,2659,1769,1262,0,222,4324,1,0,Non,6,5,Plus de 15 ans,21,2,2,10-15 ans,9,7,HD,4.42,2.69,0.45,0.42,6.56,13.99
2025-05-22,1190,9.26,Colocation,125,3,Pompe à chaleur,Moyennement isolé,23,4103,0,2814,2463,613,538,684,0,216,0,0,2,Oui,5,4,5-10 ans,50,5,5,10-15 ans,2,6,4K,1.13,1.08,0.57,1.0,5.65,7.64
2025-04-15,1030,9.99,Maison,146,1,Électrique,Mal isolé,23,17614,0,1938,1105,831,1708,1098,0,310,0,0,5,Non,5,6,5-10 ans,41,5,5,Moins de 5 ans,2,3,HD,4.22,3.68,0.69,0.82,2.86,11.79
2025-01-07,1030,11.13,Appartement,111,5,Électrique,Mal isolé,23,2595,0,6819,4748,659,840,298,0,320,0,2,0,Oui,7,3,5-10 ans,32,5,4,Plus de 15 ans,2,6,SD,0.7,2.03,0.46,0.64,5.56,8.59
2025-01-26,1030,11.29,Appartement,46,3,Pompe à chaleur,Mal isolé,20,21823,0,2646,2530,1391,1930,636,0,127,787,1,8,Non,8,6,5-10 ans,46,7,5,10-15 ans,4,0,4K,0.77,5.21,0.84,0.92,0.21,7.36
2025-05-18,1040,9.63,Colocation,147,5,Électrique,Très bien isolé,21,6497,6744,3250,3059,1637,1166,1815,1832,30,0,2,6,Oui,8,3,Plus de 15 ans,10,3,4,Moins de 5 ans,4,5,SD,0.77,2.95,0.71,0.2,4.67,10.97
